"CUSTOMER_ID","CIRCUIT_DESIGNATION","ROUTER_NAME","PORT","POP","COUNTRY"
"7063","79D-LVW-NP1","gin-lvw-tcore1","xe-0/2/0","79D","UNITED STATES"
"21115","I8G-IT5-NP1","gin-it5-tcore1","xe-9/0/1","I8G","TURKEY"
"21115","I8G-IT5-NP2","gin-it5-tcore1","xe-10/0/1","I8G","TURKEY"
"10245","8E8-HK2-NP1","gin-hk2-core3","GigabitEthernet15/1/0","8E8","HONG KONG"
"29666","2WY-MLT-NP1","gin-mlt-core3","FastEthernet5/3","2WY","ITALY"
"26472","6RB-WV6-NP1","gin-wv6-tcore1","xe-10/2/1","6RB","SPAIN"
"20520","3SJ-AD1-10G003","gin-ad1-tcore1","xe-0/1/0","3SJ","NETHERLANDS"
"26935","2OP-AV2-NP1","gin-av2-tcore1","ge-11/3/3","2OP","NETHERLANDS"
"26627","32T-HK2-NP1","gin-hk2-tcore1","ge-9/2/3","32T","HONG KONG"
"25844","3GF-IH4-NP1","lin-ih4-sw3","ge-0/0/25","3GF","SINGAPORE"
"32146","32R-LDN-NP1","gin-ldn-tcore1","xe-0/3/0","32R","U. K."
"26945","76P-VCW-NP1","gin-vcw-core3","GigabitEthernet0/0/0","76P","CANADA"
"30180","75H-FR0-NP6","gin-fr0-tcore1","xe-8/3/1","75H","GERMANY"
"30180","75H-FR0-NP4","gin-fr0-tcore1","xe-7/2/2","75H","GERMANY"
"30180","75H-FR0-NP3","gin-fr0-tcore1","xe-7/0/2","75H","GERMANY"
"30180","75H-FR0-NP2","gin-fr0-tcore1","xe-5/3/0","75H","GERMANY"
"30180","75H-FR0-NP1","gin-fr0-tcore1","xe-2/1/1","75H","GERMANY"
"30180","75H-FR0-NP5","gin-fr0-tcore1","xe-7/3/2","75H","GERMANY"
"19671","46A-A56-NP19","gin-a56-tcore1","xe-1/1/1","46A","UNITED STATES"
"19671","46A-A56-NP18","gin-a56-tcore1","xe-1/1/0","46A","UNITED STATES"
"19671","46A-A56-NP17","gin-a56-tcore1","xe-11/3/2","46A","UNITED STATES"
"19671","46A-A56-NP16","gin-a56-tcore1","xe-11/2/2","46A","UNITED STATES"
"19671","46A-A56-NP15","gin-a56-tcore1","xe-11/3/1","46A","UNITED STATES"
"19671","46A-A56-NP14","gin-a56-tcore1","xe-11/2/1","46A","UNITED STATES"
"19671","46A-A56-NP13","gin-a56-tcore1","xe-4/2/3","46A","UNITED STATES"
"19671","46A-A56-NP12","gin-a56-tcore1","xe-4/3/1","46A","UNITED STATES"
"19671","46A-A56-NP11","gin-a56-tcore1","xe-4/3/2","46A","UNITED STATES"
"19671","46A-A56-NP10","gin-a56-tcore1","xe-4/2/2","46A","UNITED STATES"
"19671","46A-A56-NP9","gin-a56-tcore1","xe-0/3/2","46A","UNITED STATES"
"19671","46A-A56-NP8","gin-a56-tcore1","xe-0/3/1","46A","UNITED STATES"
"19671","46A-A56-NP2","gin-a56-tcore1","xe-0/2/2","46A","UNITED STATES"
"19671","46A-A56-NP1","gin-a56-tcore1","xe-0/2/1","46A","UNITED STATES"
"22483","47T-VCW-NP1","gin-vcw-core3","GigabitEthernet3/0/0","47T","CANADA"
"23694","1P6-LRT-NP1","gin-lrt-mse1","TenGigabitEthernet11/3","1P6","UNITED STATES"
"19283","OVE-TV2-NP1","gin-tv2-tcore1","xe-0/0/2","OVE","JAPAN"
"19283","OVG-SQN-NP1","gin-sqn-tcore2","xe-2/2/2","OVG","UNITED STATES"
"29668","77P-MLN-NP1","gin-mln-tcore1","xe-4/1/0","77P","UNITED STATES"
"25910","46C-MLN-NP1","gin-mln-tcore1","xe-4/2/1","46C","UNITED STATES"
"34552","H71-X0O-NP1","gin-h71-core1","GigabitEthernet5/0/0","H71","HONG KONG"
"20832","9BD-PYE-1G001","gin-pye-tcore1","ge-11/2/5","9BD","FRANCE"
"30268","46F-AV2-NP1","gin-av2-tcore1","xe-4/1/1","46F","NETHERLANDS"
"21166","41C-LDN-NP1","gin-ldn-tcore1","ge-11/3/0","41C","U. K."
"24388","AY1-MLN-NP1","gin-mln-tcore1","xe-0/1/2","AY1","UNITED STATES"
"27759","WW2-WYN-NP5","gin-wyn-core1","POS1/1/3","WW2","U. K."
"27759","WW2-WYN-NP4","gin-wyn-core1","POS1/1/2","WW2","U. K."
"27759","WW2-WYN-NP1","gin-wyn-core1","POS1/1/4","WW2","U. K."
"27759","WW2-WYN-NP3","gin-wyn-core1","POS1/1/1","WW2","U. K."
"27759","WW2-WYN-NP2","gin-wyn-core1","POS1/1/0","WW2","U. K."
"27759","UNA-WYN-NP1","gin-wyn-core1","POS1/3/3","UNA","TANZANIA"
"27759","EGC-LDN-NP1","gin-ldn-core4","POS3/1/2","EGC","FRANCE"
"27759","EGC-WYN-NP2","gin-wyn-core1","POS1/1/6","EGC","FRANCE"
"27759","EGC-WYN-NP3","gin-wyn-core1","POS1/1/7","EGC","FRANCE"
"27759","EGC-WYN-NP1","gin-wyn-core1","POS1/1/5","EGC","FRANCE"
"27759","WOI-WYN-NP2","gin-wyn-core1","POS1/3/1","WOI","FRANCE"
"29223","W6C-XQL-NP3","gin-w6c-tcore1","xe-3/3/2","W6C","CANADA"
"29223","W6C-XQL-NP2","gin-w6c-tcore1","xe-3/1/2","W6C","CANADA"
"19283","W6C-XRP-NP1","gin-w6c-tcore1","xe-3/0/2","W6C","CANADA"
"26609","16T-MLN-NP5","gin-mln-tcore2","xe-0/1/5","16T","UNITED STATES"
"26609","16T-MLN-NP3","gin-mln-tcore2","xe-0/1/4","16T","UNITED STATES"
"26609","16T-MLN-NP2","gin-mln-tcore2","xe-0/0/4","16T","UNITED STATES"
"26609","16T-MLN-NP4","gin-mln-core5","GigabitEthernet6/0/0","16T","UNITED STATES"
"26609","16T-MLN-NP1","gin-mln-core5","POS12/0/0","16T","UNITED STATES"
"11497","2BY-MTT-NP1","gin-mtt-tcore1","ge-11/3/0","2BY","CANADA"
"19283","O14-PVU-NP4","gin-pvu-tcore1","xe-8/1/3","O14","FRANCE"
"19283","O14-PVU-NP2","gin-pvu-tcore1","xe-8/3/0","O14","FRANCE"
"19283","O14-PVU-NP3","gin-pvu-tcore1","xe-3/1/3","O14","FRANCE"
"19283","O14-PVU-NP5","gin-pvu-tcore1","xe-7/0/3","O14","FRANCE"
"19283","O14-PVU-NP1","gin-pvu-tcore1","xe-7/0/1","O14","FRANCE"
"21134","79M-F2C-NP1","gin-f2c-thar1","xe-0/1/0","79M","GERMANY"
"11668","9XE-SVW-NP1","gin-svw-tcore2","xe-2/0/1","9XE","SINGAPORE"
"11668","9XE-SVQ-NP2","gin-svq-tcore1","xe-1/3/1","9XE","SINGAPORE"
"26472","7RB-MDO-NP1","gin-mdo-har2","TenGigabitEthernet9/3","7RB","SPAIN"
"21166","9ZV-SVW-NP1","gin-svw-tcore1","ge-0/0/2","9ZV","SINGAPORE"
"704","7OR-SVQ-NP1","gin-svq-tcore1","ge-11/2/4","7OR","SINGAPORE"
"24883","9BX-M3H-NP1","gin-m3h-sw2","GigabitEthernet2/0/23","9BX","AUSTRALIA"
"19671","70I-PVU-NP5","gin-pvu-tcore1","xe-9/1/1","70I","FRANCE"
"19671","70I-PVU-NP4","gin-pvu-tcore1","xe-9/0/2","70I","FRANCE"
"19671","70I-PVU-NP7","gin-pvu-tcore1","xe-8/1/1","70I","FRANCE"
"19671","70I-PVU-NP6","gin-pvu-tcore1","xe-8/0/2","70I","FRANCE"
"19671","70I-PVU-NP3","gin-pvu-tcore1","xe-1/2/3","70I","FRANCE"
"19671","70I-PVU-NP2","gin-pvu-tcore1","xe-7/2/1","70I","FRANCE"
"19671","70I-PVU-NP1","gin-pvu-tcore1","xe-7/1/0","70I","FRANCE"
"19671","70I-AV2-NP2","gin-av2-tcore1","xe-4/0/1","70I","FRANCE"
"19671","70I-AV2-NP1","gin-av2-tcore1","xe-4/0/0","70I","FRANCE"
"20173","9FS-PVU-NP6","gin-pvu-tcore1","xe-9/1/0","9FS","FRANCE"
"20173","9FS-PVU-NP5","gin-pvu-tcore1","xe-8/1/0","9FS","FRANCE"
"20173","9FS-PVU-NP8","gin-pvu-tcore1","xe-10/0/5","9FS","FRANCE"
"20173","9FS-PYE-NP6","gin-pye-tcore1","xe-8/2/2","9FS","FRANCE"
"20173","9FS-PYE-NP5","gin-pye-tcore1","xe-8/1/2","9FS","FRANCE"
"20173","9FS-PYE-NP4","gin-pye-tcore1","xe-8/0/2","9FS","FRANCE"
"20173","9FS-PYE-NP3","gin-pye-tcore1","xe-7/2/2","9FS","FRANCE"
"20173","9FS-PYE-NP2","gin-pye-tcore1","xe-7/1/2","9FS","FRANCE"
"20173","9FS-PYE-NP1","gin-pye-tcore1","xe-7/0/2","9FS","FRANCE"
"20173","9FS-PVU-NP9","gin-pvu-tcore1","xe-7/2/0","9FS","FRANCE"
"20173","9FS-PVU-NP10","gin-pvu-tcore1","xe-1/3/3","9FS","FRANCE"
"20173","9FS-PVU-NP7","gin-pvu-tcore1","xe-3/3/1","9FS","FRANCE"
"20173","9FS-PVU-NP3","gin-pvu-tcore1","xe-1/0/0","9FS","FRANCE"
"20173","9FS-PVU-NP4","gin-pvu-tcore1","xe-3/1/0","9FS","FRANCE"
"20173","9FS-PVU-NP2","gin-pvu-tcore1","xe-0/3/1","9FS","FRANCE"
"20173","9FS-PVU-NP1","gin-pvu-tcore1","xe-0/3/0","9FS","FRANCE"
"19841","01Z-AV2-NP2","gin-av2-tcore1","xe-0/2/2","01Z","NETHERLANDS"
"19841","01Z-AV2-NP7","gin-av2-tcore1","xe-2/0/3","01Z","NETHERLANDS"
"19841","01Z-AV2-NP4","gin-av2-tcore1","xe-4/3/1","01Z","NETHERLANDS"
"19841","01Z-AV2-NP5","gin-av2-tcore1","xe-0/1/1","01Z","NETHERLANDS"
"19841","01Z-AD1-NP1","gin-ad1-tcore1","xe-2/2/3","01Z","NETHERLANDS"
"19841","02Z-AD1-NP3","gin-ad1-tcore1","xe-3/3/0","02Z","NETHERLANDS"
"19841","02Z-AD1-NP2","gin-ad1-tcore1","xe-2/3/0","02Z","NETHERLANDS"
"19841","02Z-AD1-NP4","gin-ad1-tcore1","xe-3/0/1","02Z","NETHERLANDS"
"26627","37T-CT8-NP1","gin-ct8-tcore1","ge-11/3/2","37T","UNITED STATES"
"32657","8XG-SVW-NP1","gin-svw-tcore2","ge-2/2/4","8XG","SINGAPORE"
"27472","8RE-HK2-NP1","gin-hk2-tcore1","xe-1/1/1","8RE","HONG KONG"
"19671","AK3-EQL-NP6","gin-eql-icore1","TenGigabitEthernet 10/9","AK3","UNITED STATES"
"19671","AK3-EQL-NP5","gin-eql-icore1","TenGigabitEthernet 10/8","AK3","UNITED STATES"
"19671","AK3-EQL-NP8","gin-eql-icore1","TenGigabitEthernet 10/4","AK3","UNITED STATES"
"19671","AK3-EQL-NP7","gin-eql-icore1","TenGigabitEthernet 10/1","AK3","UNITED STATES"
"19671","AK3-EQL-NP4","gin-eql-icore1","TenGigabitEthernet 10/5","AK3","UNITED STATES"
"19671","AK3-EQL-NP3","gin-eql-icore1","TenGigabitEthernet 10/13","AK3","UNITED STATES"
"19671","AK3-EQL-NP10","gin-eql-icore1","TenGigabitEthernet 10/12","AK3","UNITED STATES"
"19671","AK3-EQL-NP9","gin-eql-icore1","TenGigabitEthernet 10/0","AK3","UNITED STATES"
"19671","AK3-EQL-NP2","gin-eql-icore1","TenGigabitEthernet 3/1","AK3","UNITED STATES"
"19671","AK3-EQL-NP1","gin-eql-icore1","TenGigabitEthernet 0/3","AK3","UNITED STATES"
"16449","RM0-TTT-NP1","gin-ttt-mcore3","POS2/2","RM0","CANADA"
"25169","0EB-M3H-NP1","gin-m3h-sw2","GigabitEthernet2/0/19","0EB","AUSTRALIA"
"22456","IH4-QA2-NP1","gin-ih4-core1","GigabitEthernet3/0/4","IH4","SINGAPORE"
"26704","IH4-U96-NP1","lin-ih4-lar2","ge-1/0/6","IH4","SINGAPORE"
"30010","IH4-YHW-NP1","lin-ih4-sw3","ge-0/0/12","IH4","SINGAPORE"
"30056","IH4-YU4-NP2","gin-ih4-core2","GigabitEthernet3/0/2","IH4","SINGAPORE"
"30056","IH4-YU4-NP3","gin-ih4-core2","GigabitEthernet3/0/1","IH4","SINGAPORE"
"28165","IH4-XCB-NP1","lin-ih4-lar2","ge-1/0/3","IH4","SINGAPORE"
"30519","IH4-QAE-NP2","lin-ih4-lar2","ge-1/0/4","IH4","SINGAPORE"
"30440","IH4-V33-NP2","lin-ih4-lar2","ge-1/0/2","IH4","SINGAPORE"
"30440","IH4-V33-NP3","lin-ih4-sw3","ge-0/0/2","IH4","SINGAPORE"
"18252","3EV-DVS-NP5","gin-dvs-icore2","TenGigabitEthernet 4/1","3EV","SPAIN"
"18252","3EV-DVS-NP1","gin-dvs-icore2","TenGigabitEthernet 4/0","3EV","SPAIN"
"18252","3EV-WV6-NP1","gin-dvs-icore2","GigabitEthernet 1/3","3EV","SPAIN"
"18252","3EV-DVS-NP4","gin-dvs-icore2","TenGigabitEthernet 6/1","3EV","SPAIN"
"18252","3EV-DVS-NP3","gin-dvs-icore2","TenGigabitEthernet 6/2","3EV","SPAIN"
"18252","3EV-DVS-NP2","gin-dvs-icore2","TenGigabitEthernet 5/2","3EV","SPAIN"
"26816","7NX-DVS-NP1","gin-dvs-icore2","GigabitEthernet 1/46","7NX","SPAIN"
"23308","7CR-SV8-NP1","gin-sv8-tcore2","ge-11/2/2","7CR","U. K."
"23308","7CR-SV8-NP2","gin-sv8-tcore1","ge-11/2/2","7CR","U. K."
"26740","3FR-RCT-NP1","gin-rct-thar1","ge-0/3/3","3FR","ITALY"
"22253","8NI-8ZN-NP1","gin-sqn-tcore1","xe-1/2/3","8NI","UNITED STATES"
"19283","AOV-MX2-NP1","gin-mx2-har1","GigabitEthernet5/1/0","AOV","SPAIN"
"26380","EMO-HK2-NP1","lin-hk2-sw2","ge-0/0/12","EMO","HONG KONG"
"12719","GM3-SVW-NP1","gin-svw-tcore1","xe-2/1/2","GM3","SINGAPORE"
"26427","GM4-SVW-NP1","gin-svw-tcore1","xe-9/1/2","GM4","SINGAPORE"
"29829","9DI-VI8-NP1","gin-vi8-thar1","xe-5/3/3","9DI","FRANCE"
"29829","9DI-VI8-NP2","gin-vi8-thar1","xe-5/2/3","9DI","FRANCE"
"25535","3RN-SVW-NP2","gin-svw-tcore2","ge-5/2/4","3RN","SINGAPORE"
"25535","3RN-SVW-NP1","gin-svw-tcore1","ge-4/2/2","3RN","SINGAPORE"
"27274","3G9-LDN-NP2","gin-ldn-tcore1","xe-3/2/0","3G9","U. K."
"27274","3G9-LDN-NP3","gin-ldn-tcore1","xe-1/2/0","3G9","U. K."
"27274","3G9-LDN-NP1","gin-ldn-tcore1","xe-2/2/0","3G9","U. K."
"27274","3G9-LDN-NP10","gin-ldn-tcore1","xe-2/3/0","3G9","U. K."
"27274","3G9-LDN-NP9","gin-ldn-tcore1","xe-1/3/0","3G9","U. K."
"27274","3G9-LDN-NP8","gin-ldn-tcore2","xe-1/2/3","3G9","U. K."
"27274","3G9-LDN-NP7","gin-ldn-tcore2","xe-3/2/2","3G9","U. K."
"27274","3G9-LDN-NP6","gin-ldn-tcore2","xe-2/2/3","3G9","U. K."
"27274","3G9-LDN-NP5","gin-ldn-tcore2","xe-1/2/2","3G9","U. K."
"27274","3G9-LDN-NP4","gin-ldn-tcore2","xe-0/2/3","3G9","U. K."
"26398","2LE-PVU-NP1","gin-pvu-thar1","ge-2/2/8","2LE","FRANCE"
"22228","FDN-MLN-NP2","gin-mln-tcore1","xe-8/2/1","FDN","UNITED STATES"
"22228","FDN-MLN-NP1","gin-mln-sw1","2/4","FDN","UNITED STATES"
"13019","3WR-RCT-NP2","gin-rct-thar1","xe-1/0/1","3WR","ITALY"
"13019","3WR-RCT-NP1","gin-rct-thar1","xe-0/0/1","3WR","ITALY"
"25413","3HA-SVW-NP0001","gin-svw-tcore1","ge-4/3/2","3HA","SINGAPORE"
"22328","H8Y-HK2-NP1","gin-hk2-tcore1","xe-0/0/2","H8Y","CHINA"
"20108","6MR-PV4-NP1","gin-pv4-core1","GigabitEthernet0/0/2","6MR","GUAM"
"22106","7XT-LVW-NP1","gin-lvw-tcore2","xe-3/3/2","7XT","UNITED STATES"
"22106","7XT-EQL-NP1","gin-eql-icore1","TenGigabitEthernet 4/2","7XT","UNITED STATES"
"22106","7XT-LVW-NP2","gin-lvw-tcore1","xe-11/0/2","7XT","UNITED STATES"
"22106","7XT-LVW-NP3","gin-lvw-tcore2","xe-10/0/2","7XT","UNITED STATES"
"24279","3US-LDN-NP2","gin-ldn-tcore1","xe-3/2/3","3US","U. K."
"16449","1RE-B1D-NP2","gin-b1d-thar1","ge-0/3/2","1RE","BELGIUM"
"24883","2BL-LDN-NP1","gin-ldn-core4","GigabitEthernet2/0/6","2BL","U. K."
"19240","9FR-HNN-10G002","gin-hnn-thar1","xe-4/3/0","9FR","NETHERLANDS"
"19240","9FR-HNN-10G001","gin-hnn-thar1","xe-4/1/1","9FR","NETHERLANDS"
"19240","9FR-HNN-10G006","gin-hnn-thar1","xe-5/1/0","9FR","NETHERLANDS"
"19240","9FR-HNN-10G005","gin-hnn-thar1","xe-4/3/1","9FR","NETHERLANDS"
"19240","9FR-HNN-NP10","gin-hnn-thar1","xe-4/1/0","9FR","NETHERLANDS"
"19240","9FR-HNN-NP9","gin-hnn-thar1","xe-5/3/1","9FR","NETHERLANDS"
"19240","9FR-HNN-NP8","gin-hnn-thar1","xe-5/3/0","9FR","NETHERLANDS"
"19240","9FR-HNN-NP7","gin-hnn-thar1","xe-5/1/1","9FR","NETHERLANDS"
"30695","9FR-AD1-NP2","gin-ad1-tcore1","xe-1/1/1","9FR","NETHERLANDS"
"30695","9FR-AD1-NP4","gin-ad1-tcore1","xe-2/1/1","9FR","NETHERLANDS"
"30695","9FR-AV2-NP4","gin-av2-tcore2","xe-4/1/2","9FR","NETHERLANDS"
"30695","9FR-AV2-NP3","gin-av2-tcore2","xe-4/1/1","9FR","NETHERLANDS"
"30695","9FR-AV2-NP2","gin-av2-tcore2","xe-4/1/0","9FR","NETHERLANDS"
"30695","9FR-AV2-NP1","gin-av2-tcore2","xe-4/2/0","9FR","NETHERLANDS"
"30695","9FR-AV2-NP7","gin-av2-tcore2","xe-4/3/0","9FR","NETHERLANDS"
"30695","9FR-AV2-NP6","gin-av2-tcore2","xe-4/2/2","9FR","NETHERLANDS"
"30695","9FR-AV2-NP5","gin-av2-tcore2","xe-4/2/1","9FR","NETHERLANDS"
"22656","1FO-F2C-NP1","gin-f2c-thar1","ge-0/2/3","1FO","GERMANY"
"25403","8KQ-MLT-NP1","gin-mlt-core3","GigabitEthernet6/0/6","8KQ","ITALY"
"25166","3DM-PYE-NP1","gin-pye-tcore1","xe-0/3/2","3DM","FRANCE"
"25166","3DM-PYE-NP2","gin-pye-tcore1","xe-1/2/2","3DM","FRANCE"
"23420","9EM-PG4-NP1","gin-pg4-sw3","GigabitEthernet1/0/3","9EM","FRANCE"
"24529","9HA-OS1-NP2","gin-os1-core2","GigabitEthernet4/0/0","9HA","NORWAY"
"25528","0ML-DVS-NP1","gin-dvs-icore2","GigabitEthernet 1/2","0ML","SPAIN"
"7120","7XV-CT8-NP1","gin-ct8-tcore2","xe-0/1/2","7XV","UNITED STATES"
"25530","GDY-SVQ-NP1","gin-svq-tcore1","xe-0/3/1","GDY","SINGAPORE"
"10303","GPM-PV4-NP2","gin-pv4-core1","GigabitEthernet1/0/1","GPM","GUAM"
"10303","GPM-PV4-NP1","gin-pv4-core1","GigabitEthernet0/0/1","GPM","GUAM"
"23266","EN8-MLT-NP1","gin-mlt-core3","GigabitEthernet6/0/2","EN8","ITALY"
"23694","1P4-SQN-NP17","gin-sqn-tcore2","xe-7/1/2","1P4","UNITED STATES"
"23694","1P4-SQN-NP16","gin-sqn-tcore2","xe-7/0/1","1P4","UNITED STATES"
"23694","1P4-SQN-NP14","gin-sqn-tcore2","xe-1/3/1","1P4","UNITED STATES"
"23694","1P4-SQN-NP12","gin-sqn-tcore2","xe-0/3/1","1P4","UNITED STATES"
"23694","1P4-SQN-NP10","gin-sqn-tcore1","xe-7/1/1","1P4","UNITED STATES"
"23694","1P4-SQN-NP8","gin-sqn-tcore1","xe-7/0/1","1P4","UNITED STATES"
"23694","1P4-SQN-NP6","gin-sqn-tcore1","xe-2/3/1","1P4","UNITED STATES"
"23694","1P4-SQN-NP4","gin-sqn-tcore1","xe-1/3/1","1P4","UNITED STATES"
"23694","1P4-SQN-NP18","gin-sqn-tcore2","xe-7/1/1","1P4","UNITED STATES"
"23694","1P4-SQN-NP15","gin-sqn-tcore2","xe-7/0/2","1P4","UNITED STATES"
"23694","1P4-SQN-NP13","gin-sqn-tcore2","xe-1/3/3","1P4","UNITED STATES"
"23694","1P4-SQN-NP11","gin-sqn-tcore2","xe-0/3/3","1P4","UNITED STATES"
"23694","1P4-SQN-NP9","gin-sqn-tcore1","xe-7/1/0","1P4","UNITED STATES"
"23694","1P4-SQN-NP7","gin-sqn-tcore1","xe-7/0/2","1P4","UNITED STATES"
"23694","1P4-SQN-NP5","gin-sqn-tcore1","xe-2/3/2","1P4","UNITED STATES"
"23694","1P4-SQN-NP3","gin-sqn-tcore1","xe-1/3/2","1P4","UNITED STATES"
"24388","A1Y-AEQ-NP7","gin-aeq-tcore2","xe-2/0/2","A1Y","UNITED STATES"
"24388","A1Y-AEQ-NP6","gin-aeq-tcore2","xe-3/1/0","A1Y","UNITED STATES"
"24388","A1Y-AEQ-NP5","gin-aeq-tcore2","xe-3/0/2","A1Y","UNITED STATES"
"24388","A1Y-AEQ-NP4","gin-aeq-tcore2","xe-3/0/1","A1Y","UNITED STATES"
"24388","A1Y-AEQ-NP3","gin-aeq-tcore2","xe-3/0/0","A1Y","UNITED STATES"
"24388","A2Y-CT8-NP6","gin-ct8-tcore1","xe-4/0/4","A2Y","UNITED STATES"
"24388","A2Y-CT8-NP10","gin-ct8-tcore1","xe-0/2/2","A2Y","UNITED STATES"
"24388","A2Y-CT8-NP5","gin-ct8-tcore1","xe-8/0/3","A2Y","UNITED STATES"
